rid,title,english,synonyms,meaning,conjugation,likes,views,createdAt,updatedAt
15157,uliza,ask,"saili, hoji, dadisi",taka kujua taarifa au jambo,,0,0,2023-02-19 13:59:52.06+00,2023-02-19 13:59:52.06+00
15158,ulizia,inquire on behalf,,"tafutia habari kuhusu mtu, kitu au jambo fulani kutoka kwa watu kwa niaba ya mtu mwingine","ulizika, uliziwa",0,0,2023-02-19 13:59:52.06+00,2023-02-19 13:59:52.06+00
15159,ulizo,question,swali,jambo la kusaili au kuuliza| alama ya kuuliza swali;''?'',,0,0,2023-02-19 13:59:52.06+00,2023-02-19 13:59:52.06+00
15160,ulodi,arrogance,,tabia ya kujidai kuwa na cheo cha juu au kuwa tajiri,,0,0,2023-02-19 13:59:52.06+00,2023-02-19 13:59:52.06+00
15161,ulokole,salvation,,imani ya mtu kukiri kuwa ameyaacha maovu na kumfuata Yesu Kristo,,0,0,2023-02-19 13:59:52.06+00,2023-02-19 13:59:52.06+00
15162,uloo,gaff,,fimbo ya chuma chenye ncha na iliyopinda mwishoni kama ndoana ambayo hutumiwa na wavuvi kuvutia samaki wakubwa kutoka majini na kuwapakia kwenye chombo chao,,0,0,2023-02-19 13:59:52.06+00,2023-02-19 13:59:52.06+00
15163,ulowezi,settlement,,"hali au tendo la mtu kuhamia nchi ambayo si yake na kufanya makazi yake pale kwa nguvu, tendo la kulowea, kuwa setla",,0,0,2023-02-19 13:59:52.06+00,2023-02-19 13:59:52.06+00
15164,ulozi,witchcraft,,"tendo la kumpatia mtu shida au hasara kwa uchawi, tendo la kuroga: Baadhi ya watu wanapougua hufikiri ni ulozi, na kwa hivyo hawaendi kwa daktari bali wanamwenda mganga wa kienyeji.",,0,0,2023-02-19 13:59:52.06+00,2023-02-19 13:59:52.06+00
15165,ulumbanaji,quarreling,,tabia ya kubishana,,0,0,2023-02-19 13:59:52.06+00,2023-02-19 13:59:52.06+00
15166,ulumbi,eloquence,,uhodari wa kuzungumza kwa ufasaha,,0,0,2023-02-19 13:59:52.06+00,2023-02-19 13:59:52.06+00
15167,uluwa,respect,"cheo, taadhima",heshima,,0,0,2023-02-19 13:59:52.06+00,2023-02-19 13:59:52.06+00
15168,uma,fork,,aina ya kijiko chenye meno marefu kama reki na hutumiwa kwa kulia chakula,,0,0,2023-02-19 13:59:52.06+00,2023-02-19 13:59:52.06+00
15169,uma,bite,,ng''ata au bana kwa meno| kupata maumivu au uchungu kwa mfano kwa jeraha au kuvunjika sehemu ya mwili,"umana, umia, umiana, umika, umisha, umiwa, umwa",0,0,2023-02-19 13:59:52.061+00,2023-02-19 13:59:52.061+00
15170,umaarufu,fame,umashuhuri,hali na mazoea ya kujulikana sana au kuwa na sifa nyingi: Alichaguliwa kuwa Rais kwa sababu ya umaarufu wake.,,0,0,2023-02-19 13:59:52.061+00,2023-02-19 13:59:52.061+00
15171,umahiri,skill,"ufundi, uhodari, ubingwa, utaalamu, usogora",ustadi wa kufanya jambo fulani,,0,0,2023-02-19 13:59:52.061+00,2023-02-19 13:59:52.061+00
15172,umaizi,understanding,,tendo la kufahamu au kuelewa kwa kutambua jambo,,0,0,2023-02-19 13:59:52.061+00,2023-02-19 13:59:52.061+00
15173,umajimaji,moisture,uowevu,hali ya kuwa na majimaji au unyevunyevu,,0,0,2023-02-19 13:59:52.061+00,2023-02-19 13:59:52.061+00
15174,umajinuni,consciousness,"wazimu, kichaa",hali ya kuwa na wehu,,0,0,2023-02-19 13:59:52.061+00,2023-02-19 13:59:52.061+00
15175,umakinifu,carefulness,utulivu,"tabia au hulka ya kufanya jambo kwa kufuata taratibu zote, hali ya kuwa makini",,0,0,2023-02-19 13:59:52.061+00,2023-02-19 13:59:52.061+00
15176,umalaya,prostitution,"ukahaba, uzinifu, uzinzi",vitendo vya mtu yeyote vya kufanya uasherati| tendo la mwanamke kujiuza kwa mwanamume,,0,0,2023-02-19 13:59:52.061+00,2023-02-19 13:59:52.061+00
15177,umale,sea depth,,kina cha bahari kinachopimwa kuanzia usawa wa bahari,,0,0,2023-02-19 13:59:52.061+00,2023-02-19 13:59:52.061+00
15178,umalkia,queenship,,"utawala wa mwanamke, hali ya kuwa malkia| hali ya kuwa mke wa mfalme",,0,0,2023-02-19 13:59:52.061+00,2023-02-19 13:59:52.061+00
15179,umamluki,servitude,,mfumo wa maisha ambapo mtu hutumiwa kufanya kazi yoyote hata ikiwa ya uhalifu kwa malipo,,0,0,2023-02-19 13:59:52.061+00,2023-02-19 13:59:52.061+00
15180,umande,dew,,unyevu au majimaji yanayoanguka juu ya ardhi na nyuso za vitu vingine vilivyo nje wakati wa usiku,,0,0,2023-02-19 13:59:52.061+00,2023-02-19 13:59:52.061+00
15181,umangu,fish spear,,chombo chenye ncha kali ambacho hutumiwa kutafuta samaki majini,,0,0,2023-02-19 13:59:52.061+00,2023-02-19 13:59:52.061+00
15182,umaridadi,elegance,"ulimbwende, umbeja, urembo",hali yenye mapambo na ya kupendeza,,0,0,2023-02-19 13:59:52.061+00,2023-02-19 13:59:52.061+00
15183,Umarksi,Marxism,,falsafa ya kisiasa na uchumi iliyobuniwa na Mjerumani aitwaye Karl Marx ambayo inadai kuwa njia kuu za uchumi zimilikiwe na umma,,0,0,2023-02-19 13:59:52.061+00,2023-02-19 13:59:52.061+00
15184,umashuhuri,renown,umaarufu,hali ya kujulikana sana kwa sifa nzuri,,0,0,2023-02-19 13:59:52.061+00,2023-02-19 13:59:52.061+00
15185,umaskini,poverty,"ukata, uduni",hali ya kutokuwa na mali,,0,0,2023-02-19 13:59:52.061+00,2023-02-19 13:59:52.061+00
15186,umati,crowd,"hadhara, halaiki, umma",watu wengi sana| jumla ya watu wanaokaa katika nchi au sehemu fulani,,0,0,2023-02-19 13:59:52.061+00,2023-02-19 13:59:52.061+00
15187,umayamaya,humanity,,halaiki ya watu,,0,0,2023-02-19 13:59:52.061+00,2023-02-19 13:59:52.061+00
15188,umba,create,"finyanga, huluku",(Kwa Mwenyezi Mungu) fanya au tengeneza kiumbe| fanya kitu kipate umbo fulani,"umbia, umbika, umbiwa, umbwa",0,0,2023-02-19 13:59:52.061+00,2023-02-19 13:59:52.061+00
15189,umbali,distance,masafa,"kitambo, mwendo au urefu wa kutoka mahali fulani mpaka mahali pengine",,0,0,2023-02-19 13:59:52.061+00,2023-02-19 13:59:52.061+00
15190,umbeja,charm,"umaridadi, urembo",hali ya kupendeza,,0,0,2023-02-19 13:59:52.061+00,2023-02-19 13:59:52.061+00
15191,umbeya,gossip,"udaku, udakuzi",tabia ya kutoa habari bila ya kutumwa au kuulizwa,,0,0,2023-02-19 13:59:52.061+00,2023-02-19 13:59:52.061+00
15192,umbia,glide,,(kwa ndege) ruka hewani bila kupigapiga mabawa,,0,0,2023-02-19 13:59:52.061+00,2023-02-19 13:59:52.061+00
15193,umbijani,green color,chanikiwiti,rangi ya kijani inayopatikana katika majani,,0,0,2023-02-19 13:59:52.061+00,2023-02-19 13:59:52.061+00
15194,umbika,shapely,,kuwa na umbo la kupendeza au sura nzuri,,0,0,2023-02-19 13:59:52.061+00,2023-02-19 13:59:52.061+00
15195,umbile,physique,wajihi,"umbo, maumbile au sura ya kitu",,0,0,2023-02-19 13:59:52.061+00,2023-02-19 13:59:52.061+00
15196,umbo,shape,,"sura ya mwili mzima wa mtu au kitu, jinsi mtu au kitu kilivyokaa, kilivyoumbwa au kuundwa",,0,0,2023-02-19 13:59:52.061+00,2023-02-19 13:59:52.061+00
15197,umbu,sister,,ndugu wa kike anavyoitwa na ndugu zake wa kike wa tumbo au mama mmoja,,0,0,2023-02-19 13:59:52.061+00,2023-02-19 13:59:52.061+00
15198,umbua,spoil,,"haribu kilichoumbwa, haribu sura ya kitu| shushia mtu thamani, vunjia mtu heshima, shushia mtu hadhi","umbuana, umbuka, umbulia, umbulika, umbulisha, umbuliwa",0,0,2023-02-19 13:59:52.061+00,2023-02-19 13:59:52.061+00
15199,umbuji,eloquence,ulumbaji,uhodari wa kueleza habari kwa ufasaha,,0,0,2023-02-19 13:59:52.061+00,2023-02-19 13:59:52.061+00
15200,umbuka,deform,adhirika,haribika umbo au sura| patwa na aibu,,0,0,2023-02-19 13:59:52.061+00,2023-02-19 13:59:52.061+00
15201,umbuya,friendship,,usuhuba wa dhati,,0,0,2023-02-19 13:59:52.061+00,2023-02-19 13:59:52.061+00
15202,umekanika,mechanics,,"kazi ya mekanika, ya kutengeneza magari na mashine: Kaka yake anajifunza umekanika mjini.",,0,0,2023-02-19 13:59:52.061+00,2023-02-19 13:59:52.061+00
15203,umeme,electricity,"spaki, stimu","miali ya mwanga inayoonekana kutoka mbinguni kabla ya kupiga radi| nguvu ya vitu kama betri au jenereta inayopitia katika waya na kutoa moto au mwangaza, kuendesha mitambo na kadhalika",,0,0,2023-02-19 13:59:52.061+00,2023-02-19 13:59:52.061+00
15204,umero,greed,ulafi,"uroho, tabia ya kupapatikia chakula",,0,0,2023-02-19 13:59:52.061+00,2023-02-19 13:59:52.061+00
15205,umia,get injured,,pata majeraha au vunjika sehemu ya mwili kutokana na ajali au kupigwa na mtu au kitu,"umiwa, umiza, umizana, umizwa",0,0,2023-02-19 13:59:52.061+00,2023-02-19 13:59:52.061+00
15206,umika,bleed,,toa damu mwilini kwa kupiga chuku,"umikia, umikwa",0,0,2023-02-19 13:59:52.061+00,2023-02-19 13:59:52.061+00
15207,umilikaji,ownership,,"namna au tendo la kutawala nchi au kuamua juu ya mali, hali ya kumiliki mali au nchi",,0,0,2023-02-19 13:59:52.061+00,2023-02-19 13:59:52.061+00
15208,umiliki,property,,"mali ya mtu, nchi inayotawaliwa na mtu",,0,0,2023-02-19 13:59:52.061+00,2023-02-19 13:59:52.061+00
15209,umilikishaji,empowerment,,namna au tendo la kumwezesha mtu atawale nchi,,0,0,2023-02-19 13:59:52.061+00,2023-02-19 13:59:52.061+00
15210,umilikishi,acquired property,,mali au nchi aliyoipata mtu kwa msaada wa mwingine,,0,0,2023-02-19 13:59:52.061+00,2023-02-19 13:59:52.061+00
15211,umimi,selfishness,ubinafsi,"hali, tabia au tendo la mtu kujithamini yeye mwenyewe tu na kujiweka mbele siku zote",,0,0,2023-02-19 13:59:52.061+00,2023-02-19 13:59:52.061+00
15212,umio,esophagus,,"njia au sehemu ya ndani ya shingo ya kupitishia chakula na maji kutoka kinywani kwenda tumboni na kupeleka hewa kwenda mapafuni, njia ya koo",,0,0,2023-02-19 13:59:52.061+00,2023-02-19 13:59:52.061+00
15213,umito,pregnancy swelling,,maradhi yanayompata mwanamke ambayo husababisha avimbe miguu anapokuwa na mimba| hali ambayo mwanamume hujihisi mnyong''onyevu wakati mkewe anapokuwa na mimba,,0,0,2023-02-19 13:59:52.061+00,2023-02-19 13:59:52.061+00
15214,umma,public,,jumla ya wananchi wote katika nchi : mali ya umma -> mali ya wananchi wote kwa pamoja iliyo mikononi mwa serikali : jeshi la umma -> jeshi la wananchi kwa faida ya nchi nzima,,0,0,2023-02-19 13:59:52.061+00,2023-02-19 13:59:52.061+00
15215,umoja,unity,"ushikamano, ushirikiano, tawhidi",kuwa na muungano| hali ya kuwa moja tu| imani ya dini ya Kiislamu kuwa Mungu yuko peke yake katika nafsi moja tu,,0,0,2023-02-19 13:59:52.061+00,2023-02-19 13:59:52.061+00
15216,Umoja wa Afrika,African Union,,"jumuiya ya nchi za Afrika iliyoundwa kutatua matatizo ya kiuchumi, kisiasa na kijamii katika bara la Afrika",,0,0,2023-02-19 13:59:52.061+00,2023-02-19 13:59:52.061+00
15217,Umoja wa Mataifa,United Nations,,"jumuiya ya nchi huru duniani iliyoundwa ili kuleta na kudhibiti amani na utulivu duniani: Umoja wa Mataifa una makao makuu yake katika mji wa New York, Marekani.",,0,0,2023-02-19 13:59:52.061+00,2023-02-19 13:59:52.061+00
15218,umoto,temperature,,kipimo fulani cha joto ndani ya kitu,,0,0,2023-02-19 13:59:52.061+00,2023-02-19 13:59:52.061+00
15219,umra,minor pilgrimage,,hija ndogo ambayo hufanywa na Mwislamu wakati wowote mjini Makka,,0,0,2023-02-19 13:59:52.062+00,2023-02-19 13:59:52.062+00
15220,umri,age,,muda wa uhai au wa upevu wa mtu au kitu kwa hesabu ya miaka yake,,0,0,2023-02-19 13:59:52.062+00,2023-02-19 13:59:52.062+00
15221,umua,knead dough,,"changanya unga, aghalabu wa ngano, pamoja na maji, mafuta, chachu au hamira ili ufure, hufanywa hivyo kupikia maandazi au mikate ya boflo","umuka, umulia, umuliana, umulika, umuliwa",0,0,2023-02-19 13:59:52.062+00,2023-02-19 13:59:52.062+00
15222,umua,divorce,"pokonya, nyang'anya, pora",torosha mke kutoka kwa mume wake| kunyang''anya nyuki asali yao,"umuka, umulia, umuliana, umulika, umuliwa",0,0,2023-02-19 13:59:52.062+00,2023-02-19 13:59:52.062+00
15223,umua,cast metal,kuumba,tia madini yaliyoyeyuka katika kitu chenye umbo fulani ili yakipoa na kuganda yapate umbo la kitu hicho,"umuka, umulia, umuliana, umulika, umuliwa",0,0,2023-02-19 13:59:52.062+00,2023-02-19 13:59:52.062+00
15224,umuhimu,importance,,hali ya kitu au jambo fulani kuhitajika na kwa manufaa sana kwa mtu au katika jamii,,0,0,2023-02-19 13:59:52.062+00,2023-02-19 13:59:52.062+00
15225,umuka,rise,kuvimba,vimba kwa unga wa ngano na kuwa tayari kwa kupikia kwa mfano maandazi au mikate,,0,0,2023-02-19 13:59:52.062+00,2023-02-19 13:59:52.062+00
15226,umwa,feel pain,,pata au hisi maumivu au kupungukiwa nguvu mwilini kutokana na ugonjwa,,0,0,2023-02-19 13:59:52.062+00,2023-02-19 13:59:52.062+00
15227,umwagaji,pouring,,tendo la kumwaga kitu| namna au jinsi ya kumwaga kitu,,0,0,2023-02-19 13:59:52.062+00,2023-02-19 13:59:52.062+00
15228,umwagiliaji,irrigation,,"usambazaji wa maji kwa mifereji, mabomba, ndoo na kadhalika na kuyamwaga kwenye ardhi iliyopandwa mimea",,0,0,2023-02-19 13:59:52.062+00,2023-02-19 13:59:52.062+00
15229,umwinyi,landlordism,,"hali ya kumiliki mashamba na majumba, hali au tabia ya kupenda kukaa bila kufanya kazi",,0,0,2023-02-19 13:59:52.062+00,2023-02-19 13:59:52.062+00
15230,una,fish species,kibua,samaki mwepesi wa aina ya kolekole anayogelea zaidi juujuu kuliko kuzama ndani ya maji,,0,0,2023-02-19 13:59:52.062+00,2023-02-19 13:59:52.062+00
15231,unaa,slander,umbea,tendo la kumtilia mtu fitina,,0,0,2023-02-19 13:59:52.062+00,2023-02-19 13:59:52.062+00
15232,unabii,prophethood,"utumishi, urasuli",utume,,0,0,2023-02-19 13:59:52.062+00,2023-02-19 13:59:52.062+00
15233,unadhifu,cleanliness,"umaridadi, usafi",hali ya kuwa safi wa mwili,,0,0,2023-02-19 13:59:52.062+00,2023-02-19 13:59:52.062+00
15234,unafiki,hypocrisy,,hali au tendo la kujifanya kuwa mkweli au kujidai kuwa ni rafiki na hali ni adui,,0,0,2023-02-19 13:59:52.062+00,2023-02-19 13:59:52.062+00
15235,unahodha,captaincy,,"kazi ya kuongoza chombo cha majini au hewani kwa mfano jahazi au ndege, kazi ya kapteni",,0,0,2023-02-19 13:59:52.062+00,2023-02-19 13:59:52.062+00
15236,unaibu,deputyship,,kazi ya naibu au msaidizi,,0,0,2023-02-19 13:59:52.062+00,2023-02-19 13:59:52.062+00
15237,unajimu,astrology,falaki,elimu ya nyota,,0,0,2023-02-19 13:59:52.062+00,2023-02-19 13:59:52.062+00
15238,unajisi,impurity,,"hali ya kutokuwa safi wa mwili kwa kanuni za kidini, hali ya kuwa na najisi| tendo la kujamiiana na mwanamke au mwanamume kwa nguvu",,0,0,2023-02-19 13:59:52.153+00,2023-02-19 13:59:52.153+00
15239,unamuzi,untrapping,,kuopoa kitu kilichonaswa kwenye mtego,,0,0,2023-02-19 13:59:52.153+00,2023-02-19 13:59:52.153+00
15240,unane,thatch sticks,njukuti,vijiti vya kuti,,0,0,2023-02-19 13:59:52.153+00,2023-02-19 13:59:52.153+00
15241,unane,slenderness,ufyefye,hali ya mtu kuwa mwembamba na dhaifu,,0,0,2023-02-19 13:59:52.153+00,2023-02-19 13:59:52.153+00
15242,unanuaji,untrapping,,tendo la kumnasua mnyama aliyenaswa kwenye mtego,,0,0,2023-02-19 13:59:52.153+00,2023-02-19 13:59:52.153+00
15243,unawiri,brightness,,hali ya kutoa au kuwa na nuru au mwangaza,,0,0,2023-02-19 13:59:52.153+00,2023-02-19 13:59:52.153+00
15244,unda,build,,"fanyiza au tengeneza kitu cha mbao, udongo au madini kama chuma na shaba| anzisha au weka msingi wa jambo kwa mfano chama, jumuia, serikali au shirika","undia, undiana, undika, undisha, undiwa, undwa",0,0,2023-02-19 13:59:52.153+00,2023-02-19 13:59:52.153+00
15245,unda,honeycomb,,rina asali kutoka kwenye mzinga wa nyuki,"undia, undiana, undika, undisha, undiwa, undwa",0,0,2023-02-19 13:59:52.153+00,2023-02-19 13:59:52.153+00
15246,undama,court,jamii,fanya mapenzi na mwanamke,"undamia, undamiana, undamika, undamisha, undamiwa, undamwa",0,0,2023-02-19 13:59:52.153+00,2023-02-19 13:59:52.153+00
15247,undamana,abundance,,kuwepo kwa kitu kwa kiasi kingi,,0,0,2023-02-19 13:59:52.153+00,2023-02-19 13:59:52.153+00
15248,undani,resentment,"kinyongo, uhasidi, mfundo, husuda",hali ya kuwa na ghadhabu kwa mtu,,0,0,2023-02-19 13:59:52.153+00,2023-02-19 13:59:52.153+00
15249,undani,essence,"tumbo, batini",kina au kiini cha jambo au kitu,,0,0,2023-02-19 13:59:52.154+00,2023-02-19 13:59:52.154+00
15250,undu,core,"tumbo, batini",kina au kiini cha jambo au kitu,,0,0,2023-02-19 13:59:52.153+00,2023-02-19 13:59:52.153+00
15251,undu,comb,mnju,"kishungi cha jogoo ambacho huwa chekundu, kama nyama kichwani, kilemba cha jogoo",,0,0,2023-02-19 13:59:52.154+00,2023-02-19 13:59:52.154+00
15252,undugu,kinship,udugu,uhusiano kutokana na uzawa au ukoo mmoja,,0,0,2023-02-19 13:59:52.154+00,2023-02-19 13:59:52.154+00
15253,uneemevu,gracefulness,baraka,hali ya kuwa mwenye neema,,0,0,2023-02-19 13:59:52.154+00,2023-02-19 13:59:52.154+00
15254,unenaji,speech,,namna ya kunena au kusema,,0,0,2023-02-19 13:59:52.154+00,2023-02-19 13:59:52.154+00
15255,unene,fatness,,"hali ya kitu au mtu kunenepa, kutuna au kujaa mwili, kinyume cha wembamba",,0,0,2023-02-19 13:59:52.154+00,2023-02-19 13:59:52.154+00
15256,uneni,gossip,,tabia ya kumwambia mtu au kusemasema mambo mabaya,,0,0,2023-02-19 13:59:52.154+00,2023-02-19 13:59:52.154+00
15257,unesi,nursing,,kazi ya nesi au sista: Dada yake anasomea unesi.,,0,0,2023-02-19 13:59:52.154+00,2023-02-19 13:59:52.154+00
15258,ung'ongo,vine,,uchane ambao hutumiwa kama kamba ya kufungia vitu au kwa kusukia masusu ya kuwekea matunda au madema ya kuvulia samaki: Ung''ongo uliofunga fito za kibanda cha kuku ulikuwa imara.,,0,0,2023-02-19 13:59:52.154+00,2023-02-19 13:59:52.154+00
15259,unga,flour,,"kitu kilichosagwa na kuwa kama vumbivumbi, unga wa mahindi, unga wa wimbi na kadhalika",,0,0,2023-02-19 13:59:52.154+00,2023-02-19 13:59:52.154+00
15260,unga,join,,"shikanisha au weka pamoja vitu vilivyo mbalimbali kwa kutumia kamba, misumari na kadhalika","ungana, ungia, ungiana, ungika, ungisha, ungiwa, ungwa",0,0,2023-02-19 13:59:52.154+00,2023-02-19 13:59:52.154+00
15261,unga,season,,tia viungo katika chakula au mchuzi kuongeza ladha na harufu nzuri,"ungia, ungiana, ungika, ungisha, ungiwa, ungwa",0,0,2023-02-19 13:59:52.154+00,2023-02-19 13:59:52.154+00
15262,ungama,confess,kukiri,kubali ukweli wa jambo ulilofanya,"ungamia, ungamika, ungamisha, ungamiwa, ungamwa",0,0,2023-02-19 13:59:52.154+00,2023-02-19 13:59:52.154+00
15263,ungamia,apologize,,"kiri makosa mbele ya mtu apaswaye, omba msamaha","ungamika, ungamisha, ungamwa",0,0,2023-02-19 13:59:52.154+00,2023-02-19 13:59:52.154+00
15264,ungamisha,make apologize,,fanya au sababisha mtu aombe msamaha kwa kuelewa na kukiri mabaya aliyofanya,,0,0,2023-02-19 13:59:52.154+00,2023-02-19 13:59:52.154+00
15265,ungamo,yellow dye,muungamo,rangi ya njano inayotokana na mmea,,0,0,2023-02-19 13:59:52.154+00,2023-02-19 13:59:52.154+00
15266,ungamo,confession,ikirari,hali ya kukiri au kukubali| jambo linalokiriwa kuwa ni kosa,,0,0,2023-02-19 13:59:52.154+00,2023-02-19 13:59:52.154+00
15267,ungana,cooperate,"ungania, unganika, unganisha, unganishwa","shirikiana na watu wengine ili kufanya kwa pamoja shughuli kwa mfano biashara, siasa na kadhalika",,0,0,2023-02-19 13:59:52.154+00,2023-02-19 13:59:52.154+00
15268,unganifu,unity,,hali au namna ya kuungana watu au vitu,,0,0,2023-02-19 13:59:52.154+00,2023-02-19 13:59:52.154+00
15269,unganisha,connect,,"funga au weka pamoja vitu kwa kamba, misumari, gundi na kadhalika ili kufanya viwe kitu kimoja","unganishia, unganishiana, unganishika, unganishiwa, unganishwa",0,0,2023-02-19 13:59:52.154+00,2023-02-19 13:59:52.154+00
15270,ungengeza,blurred vision,,hisia ya kutoona vizuri kwa macho,,0,0,2023-02-19 13:59:52.154+00,2023-02-19 13:59:52.154+00
15271,ungo,winnowing tray,,kifaa kilichotengenezwa kwa chane za miwale kitumiwacho kupepetea vitu vya nafaka,,0,0,2023-02-19 13:59:52.154+00,2023-02-19 13:59:52.154+00
15272,ungo,crab shell,,gamba la kaa wa majini,,0,0,2023-02-19 13:59:52.154+00,2023-02-19 13:59:52.154+00
15273,ungua,burn,"kuteketea, kuchomwa",haribika kwenye moto,"unguliwa, unguza, unguzwa",0,0,2023-02-19 13:59:52.154+00,2023-02-19 13:59:52.154+00
15274,Unguja,Zanzibar,,"kisiwa kidogo kinachopatikana pwani ya Afrika Mashariki kusini mwa kisiwa cha Pemba na mashariki ya Bagamoyo na Dar es Salaam, ni sehemu ya Zanzibar",,0,0,2023-02-19 13:59:52.154+00,2023-02-19 13:59:52.154+00
15275,unguza,destroy by fire,"teketeza, choma",angamiza kwa moto au joto,"unguzia, unguzana, unguziwa, unguzwa",0,0,2023-02-19 13:59:52.154+00,2023-02-19 13:59:52.154+00
15276,uning'iniaji,-,,,,0,0,2023-02-19 13:59:52.154+00,2023-02-19 13:59:52.154+00
15277,unju,imaginary tall person,,mtu wa kufikirika adhaniwaye kuwa na urefu usiokuwa wa kawaida,,0,0,2023-02-19 13:59:52.154+00,2023-02-19 13:59:52.154+00
15278,unonaji,fattening,uwandaji,hali ya mnyama kujaa mafuta mwilini,,0,0,2023-02-19 13:59:52.154+00,2023-02-19 13:59:52.154+00
15279,unong'onezaji,whispering,,hali ya kusema polepole kwenye sikio la mtu ili mtu asiyekusudiwa asisikie,,0,0,2023-02-19 13:59:52.154+00,2023-02-19 13:59:52.154+00
15280,unono,comfort,starehe,raha,,0,0,2023-02-19 13:59:52.154+00,2023-02-19 13:59:52.154+00
15281,unono,fatness,,unene wa mnyama wa kufugwa,,0,0,2023-02-19 13:59:52.154+00,2023-02-19 13:59:52.154+00
15282,ununu,coconut fiber,,nyuzinyuzi za kumbi la nazi zinazozunguka na kufunika nazi,,0,0,2023-02-19 13:59:52.154+00,2023-02-19 13:59:52.154+00
15283,ununuaji,buying,ununuzi,namna au tendo la kununua kitu,,0,0,2023-02-19 13:59:52.154+00,2023-02-19 13:59:52.154+00
15284,ununuzi,purchasing,,ununuaji,,0,0,2023-02-19 13:59:52.154+00,2023-02-19 13:59:52.154+00
15285,unusu,halfness,,hali ya kuwa nusu ya kitu,,0,0,2023-02-19 13:59:52.154+00,2023-02-19 13:59:52.154+00
15286,unyaa,envy,"uchafu, kinyesi",kinyaa,,0,0,2023-02-19 13:59:52.154+00,2023-02-19 13:59:52.154+00
15287,unyafuzi,malnutrition,chirwa,ugonjwa wa watoto wa kuwa na afya mbaya kwa sababu ya kukosa chakula bora,,0,0,2023-02-19 13:59:52.154+00,2023-02-19 13:59:52.154+00
15288,unyago,initiation rites,,mafunzo ya mila za kabila kwa vijana katika kambi maalumu| ngoma na nyimbo za kuwafundisha wari mila za kabila lao : unyagoni -> mahali pa kufanyia shughuli za unyago,,0,0,2023-02-19 13:59:52.154+00,2023-02-19 13:59:52.154+00
15289,unyaji,defecation,,tendo la kwenda choo kikubwa,,0,0,2023-02-19 13:59:52.154+00,2023-02-19 13:59:52.154+00
15290,unyakanga,initiation leadership,,kazi ya kuongoza utoaji wa mafunzo jandoni au unyagoni,,0,0,2023-02-19 13:59:52.154+00,2023-02-19 13:59:52.154+00
15291,unyakuaji,snatching,uporaji,uchukuaji wa kitu kwa haraka na kuondoka nacho,,0,0,2023-02-19 13:59:52.154+00,2023-02-19 13:59:52.154+00
15292,unyakuzi,grabbing tendency,,tabia ya wizi| hali ya mtu kunyakua vitu vya watu,,0,0,2023-02-19 13:59:52.154+00,2023-02-19 13:59:52.154+00
15293,unyama,brutality,"udhalimu, ukatili, uonevu","matendo ya kumwonea mtu, yasiyo ya kiutu",,0,0,2023-02-19 13:59:52.154+00,2023-02-19 13:59:52.154+00
15294,unyamavu,taciturnity,,hali ya kuwa kimya au kusema maneno machache tu,,0,0,2023-02-19 13:59:52.154+00,2023-02-19 13:59:52.154+00
15295,unyamazaji,silence (act of keeping quiet),,tendo la kukaa kimya bila kusema chochote,,0,0,2023-02-19 13:59:52.154+00,2023-02-19 13:59:52.154+00
15296,unyambi,obstruction,inda,uzuiliaji wa makusudi wa jambo au kitu ili mtu mwingine asipate| hali ya kuthubutu kufanya mambo ambayo hayakuhusu,,0,0,2023-02-19 13:59:52.154+00,2023-02-19 13:59:52.154+00
15297,unyambuaji,unraveling,,hali ya kuchambua kitu kama vile karafuu au kutenganisha uzi uliosokotwa,,0,0,2023-02-19 13:59:52.154+00,2023-02-19 13:59:52.154+00
15298,unyambulishaji,robbery,,(sarufi) uambatishaji wa viambishi kwenye mzizi aghalabu wa vitenzi ili kuibua maana mbalimbali,,0,0,2023-02-19 13:59:52.154+00,2023-02-19 13:59:52.154+00
15299,unyang'anyi,affixation (grammar),"upokaji, uporaji",tendo la kuchukua mali ya mtu kwa kutumia nguvu,,0,0,2023-02-19 13:59:52.154+00,2023-02-19 13:59:52.154+00
15300,unyange,-,,,,0,0,2023-02-19 13:59:52.154+00,2023-02-19 13:59:52.154+00
15301,unyanya,filthiness,unyarafu,hali ya kuwapo kwa uchafu kwenye kitu au mtu| dharau mtu au kitu kwa sababu ya kujiona bora au kuwa na kiburi na kisha kukihepa,,0,0,2023-02-19 13:59:52.154+00,2023-02-19 13:59:52.154+00
15302,unyanyapaa,ostracism,,tabia ya kumtenga mtu kwa sababu ya hali aliyonayo kwa mfano ugonjwa au uchafu,,0,0,2023-02-19 13:59:52.154+00,2023-02-19 13:59:52.154+00
15303,unyapara,supervision,usimamizi,kazi ya mnyapara au msimamizi,,0,0,2023-02-19 13:59:52.154+00,2023-02-19 13:59:52.154+00
15304,unyarafu,land leasing,,unyanya,,0,0,2023-02-19 13:59:52.154+00,2023-02-19 13:59:52.154+00
15305,unyarubanja,grass,,hali ya kukodisha ardhi kwenye eneo fulani kwa shughuli ya ukulima,,0,0,2023-02-19 13:59:52.154+00,2023-02-19 13:59:52.154+00
